frame_id,x,y,z
0,0.043039,0.033768,-0.010876
1,0.062658,-0.010485,-0.004293
2,0.085792,-0.043582,-0.000488
3,0.110156,-0.067663,0.000788
4,0.133466,-0.084864,-0.000215
5,0.153440,-0.097325,-0.003250
6,0.167793,-0.107184,-0.008068
7,0.171558,-0.118178,-0.014151
8,0.170140,-0.123788,-0.021984
9,0.154090,-0.136205,-0.030863
10,0.121991,-0.163263,-0.040789
11,0.075927,-0.203539,-0.050259
12,0.015778,-0.252287,-0.058458
13,-0.064550,-0.313264,-0.065689
14,-0.167965,-0.388080,-0.072673
15,-0.291015,-0.476199,-0.078896
16,-0.437241,-0.574936,-0.084495
17,-0.609078,-0.685663,-0.089546
18,-0.805777,-0.811908,-0.094499
19,-1.029194,-0.945168,-0.098916
20,-1.278658,-1.092039,-0.101824
21,-1.558551,-1.260804,-0.102538
22,-1.858289,-1.448401,-0.100661
23,-2.191860,-1.643616,-0.095796
24,-2.551207,-1.851191,-0.088461
25,-2.937003,-2.076026,-0.078440
26,-3.346632,-2.317136,-0.066439
27,-3.775642,-2.567275,-0.053323
28,-4.216785,-2.831325,-0.039802
29,-4.688993,-3.105920,-0.027888
30,-5.182736,-3.394576,-0.018332
31,-5.705556,-3.708889,-0.010717
32,-6.257983,-4.045292,-0.004986
33,-6.823559,-4.394139,-0.000334
34,-7.423053,-4.773501,0.003159
35,-8.052523,-5.164817,0.005945
36,-8.698315,-5.563729,0.008447
37,-9.352332,-5.974757,0.011359
38,-10.025132,-6.404707,0.014539
39,-10.693400,-6.836937,0.018084
40,-11.339512,-7.266991,0.021419
41,-12.007486,-7.699441,0.024070
42,-12.679045,-8.133877,0.026715
43,-13.358178,-8.581540,0.029392
44,-14.047646,-9.032727,0.032497
45,-14.742114,-9.495438,0.035822
46,-15.471956,-9.981302,0.038924
47,-16.195010,-10.453295,0.042073
48,-16.919871,-10.939049,0.045324
49,-17.645626,-11.439893,0.048531
50,-18.366551,-11.940228,0.051921
51,-19.070817,-12.441669,0.055399
52,-19.772493,-12.941297,0.058324
53,-20.487686,-13.460075,0.060984
54,-21.209234,-13.979271,0.063938
55,-21.931971,-14.508645,0.067538
56,-22.660293,-15.054522,0.071789
57,-23.396852,-15.610024,0.075485
58,-24.137670,-16.163869,0.078910
59,-24.858874,-16.714290,0.082466
60,-25.573115,-17.280318,0.086195
61,-26.272754,-17.839891,0.090046
62,-26.955224,-18.397353,0.094285
